Authors,Title,Reviewer1,Reviewer2,Overall,Motivation,Year,Link,Abstract,Publication Stage,Open Access,Manually added
Orešković M.; Lovrenčić S.; Essert M.,Croatian Network Lexicon within the Syntactic and Semantic Framework and LLOD Cloud,1,,1,#kg,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068895154&doi=10.1093%2fijl%2fecy024&partnerID=40&md5=03c911cc8ea6a4c7ddd946dd3e7c14b7,"This paper presents a new type of network lexicon for the Croatian language based on a syntactic and semantic computational framework. It begins with an overview of the existing Croatian e-dictionaries and online repositories, as well as a brief outline of other relevant network ontological models. The network lexicon, which is based on an innovative approach to word tagging, is described in the remainder of the paper. Instead of presenting a linear (e.g. MULTEX-East) structure, this paper proposes a new hierarchical tree-like T-structure that is very similar to the structure of an ontology. In this approach, each word is processed on multiple levels: From its internal structure (morphs or syllables), via links to external network resources (encyclopaedias), to multiword expressions that can have distinctive roles, such as semantic domains, collocations and even figurative expressions. A network framework facilitates the fetching and filtering of the information related to the searched word in a paradigmatic sense because of the integration of the CroWN, the Croatian version of the English WordNet, and in a syntagmatic sense by building the database of the T-structure patterns from a selected corpus. Finally, the network framework enables the dynamic integration of the lexicon with the Linguistic Linked Open Data cloud; thus, each change in the lexicon will be automatically reflected in the cloud. It is therefore not necessary to perform any periodical synchronisation of the data, a task that is quite common when working with triples stored in a Virtuoso database. Special attention has been paid to the technical components and the data preparation process, which are described in detail to serve as a guide for transforming existing lexicographic data into Linked Open Data triples. © 2019 Oxford University Press. All rights reserved.",Final,,
Passarotti M.; Mambrini F.; Franzini G.; Cecchini F.M.; Litta E.; Moretti G.; Ruffolo P.; Sprugnoli R.,Interlinking through lemmas. The lexical collection of the lila knowledge base of linguistic resources for latin,1,,1,#kg,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094869995&partnerID=40&md5=e0f758c892a82fefabcc553d4d628f83,"This paper presents the structure of the LiLa Knowledge Base, i.e. a collection of multifarious linguistic resources for Latin described with the same vocabulary of knowledge description and interlinked according to the principles of the so-called Linked Data paradigm. Following its highly lexically based nature, the core of the LiLa Knowledge Base consists of a large collection of Latin lemmas, serving as the backbone to achieve interoperability between the resources, by linking all those entries in lexical resources and tokens in corpora that point to the same lemma. After detailing the architecture supporting LiLa, the paper particularly focusses on how we approach the challenges raised by harmonizing different strategies of lemmatization that can be found in linguistic resources for Latin. As an example of the process to connect a linguistic resource to LiLa, the inclusion in the Knowledge Base of a dependency treebank is described and evaluated. © 2019, Edizioni ETS. All rights reserved.",Final,,
Cremaschi M.; Bianchi F.; Maurino A.; Pierotti A.P.,Supporting journalism by combining neural language generation and knowledge graphs,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074854423&partnerID=40&md5=deed4622ec53e2a0fcdc4b44f6eb420e,"Natural Language Generation is a field that is becoming relevant in several domains, including journalism. Natural Language Generation techniques can be of great help to journalists, allowing a substantial reduction in the time required to complete repetitive tasks. In this position paper, we enforce the idea that automated tools can reduce the effort required to journalist when writing articles; at the same time we introduce GazelLex (Gazette Lexicalization), a prototype that covers several steps of Natural Language Generation, in order to create soccer articles automatically, using data from Knowledge Graphs, leaving journalists the possibility of refining and editing articles with additional information. We shall present our first results and current limits of the approach, and we shall also describe some lessons learned that might be useful to readers that want to explore this field. Copyright 2019 for this paper by its authors.",Final,,
Eckart T.; Bosch S.; Goldhahn D.; Quasthoff U.; Klimek B.,Translation-based dictionary alignment for under-resourced Bantu languages,1,,1,#kg,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068051098&doi=10.4230%2fOASIcs.LDK.2019.17&partnerID=40&md5=6df49898ec6d6a555b49857c53fd801e,"Despite a large number of active speakers, most Bantu languages can be considered as under- or less-resourced languages. This includes especially the current situation of lexicographical data, which is highly unsatisfactory concerning the size, quality and consistency in format and provided information. Unfortunately, this does not only hold for the amount and quality of data for monolingual dictionaries, but also for their lack of interconnection to form a network of dictionaries. Current endeavours to promote the use of Bantu languages in primary and secondary education in countries like South Africa show the urgent need for high-quality digital dictionaries. This contribution describes a prototypical implementation for aligning Xhosa, Zimbabwean Ndebele and Kalanga language dictionaries based on their English translations using simple string matching techniques and via WordNet URIs. The RDF-based representation of the data using the Bantu Language Model (BLM) and – partial – references to the established WordNet dataset supported this process significantly. © Thomas Eckart, Sonja Bosch, Dirk Goldhahn, Uwe Quasthoff, and Bettina Klimek.",Final,,
Declerck T.; Siegel M.,Porting a crowd-sourced German lexical semantics resource to ontolex-lemon,1,,1,#kg,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075336841&partnerID=40&md5=e137dbb9d781bada28b9018194c5d52b,"In this paper we present our work consisting of mapping the recently created open source German lexical semantics resource “Open-de-WordNet” (OdeNet) into the OntoLex-Lemon format. OdeNet was originally created in order to be integrated in the Open Multilingual WordNet initiative. One motivation for porting OdeNet to OntoLex-Lemon is to publish in the Linguistic Linked Open Data cloud this new WordNet-compliant resource for German. At the same time we can with the help of OntoLex-Lemon link the lemmas of OdeNet to full lexical descriptions and so extend the linguistic coverage of this new WordNet resource, as we did for French, Italian and Spanish WordNets included in the Open Multilingual WordNet collection. As a side effect, the porting of OdeNet to OntoLex-Lemon helped in discovering some issues in the original data. © 2019 Lexical Computing CZ s.r.o.. All rights reserved.",Final,,
Stolk S.,"A thesaurus of old English as linguistic linked data: Using OntoLex, SKOS and lemon-tree to Bring Topical Thesauri to the Semantic Web",1,,1,#kg,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075365453&partnerID=40&md5=317e447506eac5636d3ea2b3ea08c741,"An increasing number of dictionaries are represented on the Web in the form of linguistic linked data, utilizing OntoLex-Lemon for this purpose. Lexicographic resources other than dictionaries, however, have thus far not been the main focus of efforts surrounding this model. In this paper, we discuss porting a topical thesaurus to the Web: A Thesaurus of Old English. By means of this case study, this paper discusses how this thesaurus - and topical thesauri in general - can be represented with OntoLex-Lemon, SKOS and lemon-tree through a fully automated process. Along with discussing the terminology required for expressing A Thesaurus of Old English as linguistic linked data, this paper indicates challenges encountered in the conversion process. These challenges range from material that is not meant to be made available to the general public to distinctions and relations that have been left implicit in the legacy form but are of much value and, indeed, required to be expressed explicitly in its linked data form. The aim of this paper, thus, is to provide recommendations for representing topical thesauri on the Web and to grant insight into aspects that may be encountered in porting similar lexicographic resources in the future. © 2019 Lexical Computing CZ s.r.o.. All rights reserved.",Final,,
Gillis-Webber F.; Tittel S.,The shortcomings of language tags for linked data when modeling lesser-known languages,1,,-1,#excluded,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068056813&doi=10.4230%2fOASIcs.LDK.2019.4&partnerID=40&md5=652704d65b28a7eae4583ddb6be6fb12,"In recent years, the modeling of data from linguistic resources with Resource Description Framework (RDF), following the Linked Data paradigm and using the OntoLex-Lemon vocabulary, has become a prevalent method to create datasets for a multilingual web of data. An important aspect of data modeling is the use of language tags to mark lexicons, lexemes, word senses, etc. of a linguistic dataset. However, attempts to model data from lesser-known languages show significant shortcomings with the authoritative list of language codes by ISO 639: for many lesser-known languages spoken by minorities and also for historical stages of languages, language codes, the basis of language tags, are simply not available. This paper discusses these shortcomings based on the examples of three such languages, i.e., two varieties of click languages of Southern Africa together with Old French, and suggests solutions for the issues identified. © Frances Gillis-Webber and Sabine.",Final,,
Declerck T.; Egorova K.; Schnur E.,An integrated formal representation for terminological and lexical data included in classification schemes,1,,-1,#excluded discussion about ontologies,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059909606&partnerID=40&md5=0b97173848d589671f6bca2eab7e139a,"This paper presents our work dealing with a potential application in e-lexicography: the automatized creation of specialized multilingual dictionaries from structured data, which are available in the form of comparable multilingual classification schemes or taxonomies. As starting examples, we use comparable industry classification schemes, which frequently occur in the context of stock exchanges and business reports. Initially, we planned to follow an approach based on cross-taxonomies and cross-languages string mapping to automatically detect candidate multilingual dictionary entries for this specific domain. However, the need to first transform the comparable classification schemes into a shared formal representation language in order to be able to properly align their components before implementing the algorithms for the multilingual lexicon extraction soon became apparent. We opted for the SKOS-XL vocabulary for modelling the multilingual terminological part of the comparable taxonomies and for OntoLex-Lemon for modelling the multilingual lexical entries which can be extracted from the original data. In this paper, we present the suggested modelling architecture, which demonstrates how terminological elements and lexical items can be formally integrated and explicitly cross-linked in the context of the Linguistic Linked Open Data (LLOD). © LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved.",Final,,
Chiarcos C.; Pagé-Perron É.; Khait I.; Schenk N.; Reckling L.,Towards a linked open data edition of sumerian corpora,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056772672&partnerID=40&md5=9c5604b58788ffbe8e0b5eee8b7c38aa,"Linguistic Linked Open Data (LLOD) is a flourishing line of research in the language resource community, so far mostly adopted for selected aspects of linguistics, natural language processing and the semantic web, as well as for practical applications in localization and lexicography. Yet, computational philology seems to be somewhat decoupled from the recent progress in this area: even though LOD as a concept is gaining significant popularity in Digital Humanities, existing LLOD standards and vocabularies are not widely used in this community, and philological resources are underrepresented in the LLOD cloud diagram (http://linguistic-lod.org/llod-cloud). In this paper, we present an application of Linguistic Linked Open Data in Assyriology. We describe the LLOD edition of a linguistically annotated corpus of Sumerian, as well as its linking with lexical resources, repositories of annotation terminology, and the museum collections in which the artifacts bearing these texts are kept. The chosen corpus is the Electronic Text Corpus of Sumerian Royal Inscriptions, a well curated and linguistically annotated archive of Sumerian text, in preparation for the creating and linking of other corpora of cuneiform texts, such as the corpus of Ur III administrative and legal Sumerian texts, as part of the Machine Translation and Automated Analysis of Cuneiform Languages project (https://cdli-gh.github.io/mtaac/). © LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved.",Final,,
Bosque-Gil J.; Lonke D.; Gracia J.; Kernerman I.,Validating the ontolex-lemon lexicography module with K dictionaries' multilingual data,1,,-1,#excluded,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075396460&partnerID=40&md5=6130be10cc1b02b0dfe7b79f47347d08,"The OntoLex-lemon model has gradually acquired the status of de-facto standard for the representation of lexical information according to the principles of Linked Data (LD). Exposing the content of lexicographic resources as LD brings both benefits for their easier sharing, discovery, reusability and enrichment at a Web scale, as well as for their internal linking and better reuse of their components. However, with lemon being originally devised for the lexicalization of ontologies, a 1:1 mapping between its elements and those of a lexicographic resource is not always attainable. In this paper we report our experience of validating the new lexicog module of OntoLex-lemon, which aims at paving the way to bridge those gaps. To that end, we have applied the module to represent lexicographic data coming from the Global multilingual series of K Dictionaries (KD) as a real use case scenario of this module. Attention is drawn to the structures and annotations that lead to modelling challenges, the ways the lexicog module tackles them, and where this modelling phase stands as regards the conversion process and design decisions for KD's Global series. © 2019 Lexical Computing CZ s.r.o.. All rights reserved.",Final,,
Wang C.; Fan Y.; He X.; Zhou A.,Predicting hypernym–hyponym relations for Chinese taxonomy learning,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041836685&doi=10.1007%2fs10115-018-1166-1&partnerID=40&md5=372d88ca7d561d032b7c75d1df98b1a5,"Hypernym–hyponym (“is-a”) relations are key components in taxonomies, object hierarchies and knowledge graphs. Robustly harvesting of such relations requires the analysis of the linguistic characteristics of is-a word pairs in the target language. While there is abundant research on is-a relation extraction in English, it still remains a challenge to accurately identify such relations from Chinese knowledge sources due to the flexibility of language expression and the significant differences between the two language families. In this paper, we introduce a weakly supervised framework to extract Chinese is-a relations from user-generated categories. It employs piecewise linear projection models trained on an existing Chinese taxonomy built from Wikipedia and an iterative learning algorithm to update model parameters incrementally. A pattern-based relation selection method is proposed to prevent “semantic drift” in the learning process using bi-criteria optimization. Experimental results on the publicly available test set illustrate that the proposed approach outperforms state-of-the-art methods. © 2018, Springer-Verlag London Ltd., part of Springer Nature.",Final,,
Stolk S.,Lemon-tree: Representing topical thesauri on the semantic web,1,,1,#kg #ontology,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068038072&doi=10.4230%2fOASIcs.LDK.2019.16&partnerID=40&md5=476879d1b0d006a47ecf98629ca40617,"An increasing number of dictionaries are represented on the Web in the form of linguistic linked data using the lemon vocabulary. Such a representation facilitates interoperability across linguistic resources, has the potential to increase their visibility, and promotes their reuse. Lexicographic resources other than dictionaries have thus far not been the main focus of efforts surrounding lemon and its modules. In this paper, fundamental needs are analysed for representing topical thesauri specifically and a solution is provided for two important areas hitherto problematic: (1) levels that can be distinguished in their topical system and (2) a looser form of categorization than lexicalization. The novel lemon-tree model contains terminology to overcome these issues and acts as bridge between existing Web standards in order to bring topical thesauri, too, to the Semantic Web. © Sander Stolk.",Final,,
Klimek B.; Schädlich R.; Kröger D.; Knese E.; Elßmann B.,LiDO RDF: From a relational database to a linked data graph of linguistic terms and bibliographic data,1,,1,#kg ,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059893820&partnerID=40&md5=bedc08ce16e4d5a66f66e82e46cdd539,"Forty years ago the linguist Dr. Christian Lehmann developed a framework for documenting linguistic terms, concepts and bibliographic data that resulted in the LiDo Terminological and Bibliographical Database (LiDo TBD). Since 2006 students and linguistic researchers benefit from the data by looking it up on the Web. Even though, the LiDo TBD is implemented as a relational database, its underlying framework aims at yielding a terminological network containing data nodes that are connected via specific relation edges in order to create an interrelated data graph. Now, with the emergence of Semantic Web technologies we were able to implement this pioneering work by converting the LiDo TBD relational database into a Linked Data graph. In this paper we present and describe the creation of the LiDo RDF dataset and introduce the LiDo RDF project. The goals of this project are to enable the direct use and reuse of the data both for the scientific research community and machine processing alike as well as to enable a valuable enrichment of already existing linguistic terminological and bibliographic data by including LiDo RDF in the LLOD cloud. © LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved.",Final,,
Huang C.-R.; Hsieh S.-K.; Prévot L.; Hsiao P.-Y.; Chang H.Y.,Linking basic lexicon to shared ontology for endangered languages: A linked data approach toward formosan languages,1,,-1,#excluded,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064702571&doi=10.1353%2fjcl.2018.0009&partnerID=40&md5=3d66b43be4467b398e9b147c0966175f,"This paper proposes an innovative approach to link basic lexicon (e.g. Swadesh list) to upper ontology as the foundation of OntoLex interface to address the challenge of building language resources for endangered languages in the linked data paradigm. A linked data approach to language resources requires existing, and preferably sizable, language resources. For endangered and other less-resourced languages, however, the scarcity of existing resources limits the possibilities and potential benefits of linking. The challenges are then, how can construction of language resources for endangered language continue to thrive in the linked data paradigm, and how can the linked data approach benefit language resources for endangered languages. Our proposal requires the bare minimum of available data and we show with examples from Formosan languages (Austronesian or aboriginal languages of Taiwan (Blust 2013, 20))i that 1) this approach is applicable to endangered languages, and that 2) in spite of the restrictions imposed by scarcity of resources, the linked linguistic data consisting of basic lexicon + upper ontology generate important new information. Comparing Swadesh lists from different languages allowed us to build a small shared ontology that reflects direct human experience, and can serve as the cross-lingual conceptual core. In addition, these micro-ontologized lexicons can be used as seeds for developing a fully-grown and more comprehensive documentation of linguistically motivated ontology for each language. Copyright © 2018 by the Journal of Chinese Linguistics. All rights reserved.",Final,All Open Access; Green Open Access,
Chiarcos C.; Khait I.; Pagé-Perron É.; Schenk N.; Jayanth; Fäth C.; Steuer J.; Mcgrath W.; Wang J.,Annotating a low-resource language with LLOD technology: Sumerian morphology and syntax,1,,-1,#excluded #old a more recent work is already considered,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056770596&doi=10.3390%2finfo9110290&partnerID=40&md5=130578f66b8e56ab08efe6cc1b2e3005,"This paper describes work on the morphological and syntactic annotation of Sumerian cuneiformas amodel for lowresource languages in general. Cuneiformtexts are invaluable sources for the study of history, languages, economy, and cultures of AncientMesopotamia and its surrounding regions. Assyriology, the discipline dedicated to their study, has vast research potential, but lacks the modern means for computational processing and analysis. Our project, Machine Translation and Automated Analysis of Cuneiform Languages, aims to fill this gap by bringing together corpus data, lexical data, linguistic annotations and object metadata. The project's main goal is to build a pipeline for machine translation and annotation of Sumerian Ur III administrative texts. The rich and structured data is then to bemade accessible in the formof (Linguistic) Linked Open Data (LLOD), which should open themto a larger research community. Our contribution is two-fold: in terms of language technology, our work represents the first attempt to develop an integrative infrastructure for the annotation of morphology and syntax on the basis of RDF technologies and LLOD resources. With respect to Assyriology, we work towards producing the first syntactically annotated corpus of Sumerian. © 2018 by the authors.",Final,All Open Access; Gold Open Access; Green Open Access,
Khan A.F.,Towards the representation of etymological data on the semantic web,1,,1,#ontology #etimology  #kg,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059041892&doi=10.3390%2finfo9120304&partnerID=40&md5=b9cd784d03714065e3bf861ca6c85ccb,"In this article, we look at the potential for a wide-coverage modelling of etymological information as linked data using the Resource Data Framework (RDF) data model. We begin with a discussion of some of the most typical features of etymological data and the challenges that these might pose to an RDF-based modelling. We then propose a new vocabulary for representing etymological data, the Ontolex-lemon Etymological Extension (lemonETY), based on the ontolex-lemon model. Each of the main elements of our new model is motivated with reference to the preceding discussion. © 2018 by the authors.",Final,All Open Access; Gold Open Access,
Scholz J.; Hrastnig E.; Wandl-Vogt E.,A spatio-temporal linked data representation for modeling spatio-temporal dialect data,1,,-1,#excluded #notavailable,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031278354&doi=10.1007%2f978-3-319-63946-8_44&partnerID=40&md5=67f08b1802bbfabac30c7639b4b464b4,"Collections of linguistic and dialect data often lack a semantic description and the ability to establish relations to external datasets, from e.g. demography, socio-economics, or geography. Based on existing projects—the Database of Bavarian Dialects in Austria and exploreAT!—this paper elaborates on a spatio-temporal Linked Data model for representing linguistic/dialect data. Here we focus on utilizing existing data and publishing them using a virtual RDF graph. Additionally, we exploit external data sources like DBPedia and geonames.org, to specify the meaning of dialect records and make use of stable geographical placenames. In the paper we highlight a spatio-temporal modeling and representation of linguistic records relying on the notion of a discrete lifespan of an object. Based on a real-world example—using the lemma “Karotte” (engl. carrot) we show how the usage of a specific dialect word (“Karottn”) changes from 1916 until 2016—by exploiting the expressive power of GeoSPARQL. © Springer International Publishing AG 2018.",Final,,
McCrae J.P.,Mapping WordNet instances to Wikipedia,1,,1,#kg,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043690969&partnerID=40&md5=9981621542ca07a208ae63cbc325a0d1,"Lexical resource differ from encyclopaedic resources and represent two distinct types of resource covering general language and named entities respectively. However, many lexical resources, including Princeton WordNet, contain many proper nouns, referring to named entities in the world yet it is not possible or desirable for a lexical resource to cover all named entities that may reasonably occur in a text. In this paper, we propose that instead of including synsets for instance concepts PWN should instead provide links to Wikipedia articles describing the concept. In order to enable this we have created a gold-quality mapping between all of the 7,742 instances in PWN and Wikipedia (where such a mapping is possible). As such, this resource aims to provide a gold standard for link discovery, while also allowing PWN to distinguish itself from other resources such as DBpedia or BabelNet. Moreover, this linking connects PWN to the Linguistic Linked Open Data cloud, thus creating a richer, more usable resource for natural language processing. © 2018 Global WordNet Association. All rights reserved.",Final,,
Perera R.; Nand P.,An ensemble architecture for linked data lexicalization,1,,-1,#excluded #noLLOD,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055443976&doi=10.1007%2f978-3-319-77113-7_34&partnerID=40&md5=326adfaeb7d1d3d741e9e860049613ce,"Linked Data has revamped the representation of knowledge by introducing the triple data structure which can encode knowledge with the associated semantics including the context by interlinking with external resources across documents. Although Linked Data is an attractive and effective mechanism to represent knowledge as created and consumed by humans in the form of a natural language, it still has a dimension of separation from natural language. Hence, in recent times, there has been an increase interest in transforming Linked Data into natural language in order to harness the benefits of Linked Data in applications interacting with natural language. This paper presents a framework that lexicalizes the Linked Data triples into natural language using an ensemble architecture. The proposed architecture is comprised of four different pattern based modules which lexicalize triples by analysing the triple features. The four pattern mining modules are based on occupational metonyms, Context Free Grammar (CFG), relation extraction using Open Information Extraction (OpenIE), and triple properties. The framework was evaluated using a two-fold evaluation process consisting of linguistic accuracy analysis and human evaluation for a test sample. The linguistic accuracy evaluation showed that the framework can produce 283 accurate lexicalization patterns for a set of 25 ontology classes resulting in a 70.75% accuracy, which is an approximately 91% increase compared to the existing state-of-the-art model. © Springer Nature Switzerland AG 2018.",Final,,
Kesäniemi J.; Vartiainen T.; Säily T.; Nevalainen T.,Open Science for English historical corpus linguistics: Introducing the language change database,1,,-1,#nopeerreviewed #excluded preface,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045345125&partnerID=40&md5=9e25e1611a4212f5dfb8679b09cfef7f,"This paper discusses the development of an open-Access resource that can be used as a baseline for new corpus-linguistic research into the history of English: The Language Change Database (LCD). The LCD draws together information extracted from hundreds of corpusbased articles that investigate the ways in which English has changed in the course of history. The database includes annotated summaries of the articles, as well as numerical data extracted from the articles and transformed into machine-readable form, thus providing scholars of English with the opportunity to study fundamental questions about the nature, rate and direction of language change. It will also make the work done in the field more cumulative by ensuring that the research community will have continuous access to existing results and research data. We will also introduce a tool that takes advantage of this new source of structured research data. The LCD Aggregated Data Analysis workbench (LADA) makes use of annotated versions of the numerical data available from the LCD and provides a workflow for performing meta-Analytical experimentations with an aggregated set of data tables from multiple publications. Combined with the LCD as the source of collaborative, trusted and curated linked research data, the LADA meta-Analysis tool demonstrates how open data can be used in innovative ways to support new research through data-driven aggregation of empirical findings in the context of historical linguistics. © 2018 CEUR-WS. All rights reserved.",Final,,
Simov K.; Osenova P.,Special thematic section on semantic models for natural language processing,1,,1,#use,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044005006&doi=10.2478%2fcait-2018-0008&partnerID=40&md5=96a18a0b072e4fb358c5aaff3fb263de,"With the availability of large language data online, cross-linked lexical resources (such as BabelNet, Predicate Matrix and UBY) and semantically annotated corpora (SemCor, OntoNotes, etc.), more and more applications in Natural Language Processing (NLP) have started to exploit various semantic models. The semantic models have been created on the base of LSA, clustering, word embeddings, deep learning, neural networks, etc., and abstract logical forms, such as Minimal Recursion Semantics (MRS) or Abstract Meaning Representation (AMR), etc. Additionally, the Linguistic Linked Open Data Cloud has been initiated (LLOD Cloud) which interlinks linguistic data for improving the tasks of NLP. This cloud has been expanding enormously for the last four-five years. It includes corpora, lexicons, thesauri, knowledge bases of various kinds, organized around appropriate ontologies, such as LEMON. The semantic models behind the data organization as well as the representation of the semantic resources themselves are a challenge to the NLP community. The NLP applications that extensively rely on the above discussed models include Machine Translation, Information Extraction, Question Answering, Text Simplification, etc. © 2001-2018 Institute of Information and Communication Technologies at Bulgarian Academy of Sciences.",Final,All Open Access; Gold Open Access,
Me´száros T.; Kiss M.,The DHmine dictionary work-flow: Creating a knowledge-based author's dictionary,1,,-1,#excluded #outofscope #noLLOD,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050453108&partnerID=40&md5=9c736fc9bdf2d1c9b5e698f73b2e7e79,"Digitalized author's dictionaries could play an important role in humanities research. Not only could they provide better ways to study an individual author's vocabulary, but they could also act as a knowledge source for other computer-based methods. We present the process of making an author's dictionary of headwords, writing variations, word forms and corpus citations extended with part-of-speech, linguistic, literary and semantic information. We also describe how this extended dictionary incorporates knowledge from linked open data sources and from critical annotations and builds an RDF knowledge base attached to the dictionary. The result is a vast knowledge source about an author's oeuvre that can be studied and used to enhance corpus analysis. We demonstrate our method on processing a large text corpora of 1.5 million words from the 18th century and on creating the digital author's dictionary of Kelemen Mikes. © Lexicography in Global Contexts.",Final,,
Supriyono P.; Scheider S.,Translating verbally communicated local geographic knowledge using semantic technologies: A balinese example,1,,-1,#excluded #notFreelyAvailable,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031301869&doi=10.1007%2f978-3-319-63946-8_36&partnerID=40&md5=52d134b09920a079367628ae50aa167e,"Using cognitive linguistic strategies, people can verbally encode and convey their spatial realities with little effort (i.e. “my house is right across the street from the grocery store”). However, to date there are a limited number of ways to transform such spatial information into forms that are useful for computational analysis in a geographic information system (GIS), and for sharing across research communities. This paper uses a case study in the Balinese language to investigate the spatial and linguistic information necessary to compute such transformations. That is, to transform verbally communicated spatial scenes into GIS-suitable data. We propose an ontology which captures reference frames used in certain Balinese locative expressions together with the parameters (ground, direction and template) required for transformation. The approach allows for the sharing of translation methods and the reuse of contextual information on the Web. Based on this model, we identify open research questions on the way to supporting approximate transformations of locative expressions. © Springer International Publishing AG 2018.",Final,,
Gangemi A.; Alam M.; Presutti V.,Linked metaphors,1,,1,#excluded #outofscope,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055349844&partnerID=40&md5=dd8e69433a9ec72725d4e8b1f70af660,"The poster summarizes Amnestic Forgery, an ontology for metaphor semantics, based on MetaNet and Framester factual-linguistic linked data. An example of metaphor generation based on linked metaphors is shown. © 2018 CEUR-WS. All rights reserved.",Final,,
Jiang Z.; Gu Q.; Yin Y.; Chen D.,Enriching word embeddings with domain knowledge for readability assessment,1,,-1,#excluded #outofscope #no lingusitic #noLLOD,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119407962&partnerID=40&md5=5e5d5bf1d59a8e84a572d8b7dd592b78,"In this paper, we present a method which learns the word embedding for readability assessment. For the existing word embedding models, they typically focus on the syntactic or semantic relations of words, while ignoring the reading difficulty, thus they may not be suitable for readability assessment. Hence, we provide the knowledge-enriched word embedding (KEWE), which encodes the knowledge on reading difficulty into the representation of words. Specifically, we extract the knowledge on word-level difficulty from three perspectives to construct a knowledge graph, and develop two word embedding models to incorporate the difficulty context derived from the knowledge graph to define the loss functions. Experiments are designed to apply KEWE for readability assessment on both English and Chinese datasets, and the results demonstrate both effectiveness and potential of KEWE. © 2018 COLING 2018 - 27th International Conference on Computational Linguistics, Proceedings. All rights reserved.",Final,,
Gracia J.; Villegas M.; Gómez-Pérez A.; Bel N.,The apertium bilingual dictionaries on the web of data,1,,1,#kg,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048132779&doi=10.3233%2fSW-170258&partnerID=40&md5=41cd0efe9b873ab82788a607f6819531,"Bilingual electronic dictionaries contain collections of lexical entries in two languages, with explicitly declared translation relations between such entries. Nevertheless, they are typically developed in isolation, in their own formats and accessible through proprietary APIs. In this paper we propose the use of Semantic Web techniques to make translations available on the Web to be consumed by other semantic enabled resources in a direct manner, based on standard languages and query means. In particular, we describe the conversion of the Apertium family of bilingual dictionaries and lexicons into RDF (Resource Description Framework) and how their data have been made accessible on the Web as linked data. As a result, all the converted dictionaries (many of them covering under-resourced languages) are connected among them and can be easily traversed from one to another to obtain, for instance, translations between language pairs not originally connected in any of the original dictionaries. © 2018 - IOS Press and the authors. All rights reserved.",Final,All Open Access; Green Open Access,
Stolz A.; Hepp M.; Boggs R.A.,Linked open data for linguists: Publishing the hartmann von aue-portal in RDF,1,,1,#kg,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032680307&doi=10.1007%2f978-3-319-69459-7_20&partnerID=40&md5=cf3fed95bfa3f1e8423819bbc19e7333,"The Hartmann von Aue-portal is a decade-long initiative to employ Web technology in order to support the study of the early German. It provides a comprehensive knowledge base on lexicographic and other aspects of the works of Hartmann von Aue, one of the key epic poets of Middle High German literature; namely lemmata, word forms, tagmemes, adverbs, and the like, including original contexts for entries. The portal is available for human users in the form of a Web application. Linked Open Data (LOD) is a recent approach in the evolution of Web technology that supports the publication of information on the Web in a way suitable for the intelligent consumption and processing of contents by computers instead of humans using Web browsers. In this paper, we study the use of modern LOD approaches for linguistics, describe the conversion of the complete Hartmann von Aue-portal into LOD, and show the usage for data-driven analyses via SPARQL queries and literate programming with Python. © 2017, Springer International Publishing AG.",Final,,
